age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
53,retired,divorced,primary,0,2997,0,0,unknown,jun,162,1,0,0,unknown,0
38,admin.,married,secondary,0,9618,1,0,unknown,jun,214,1,0,0,unknown,0
47,unemployed,married,secondary,0,2024,0,0,unknown,jun,169,1,0,0,unknown,0
56,technician,married,secondary,0,992,0,0,unknown,jun,123,1,0,0,unknown,0
40,blue-collar,married,primary,0,676,0,0,unknown,jun,74,1,0,0,unknown,0
57,technician,married,secondary,0,93,0,0,unknown,jun,82,2,0,0,unknown,0
45,unemployed,married,secondary,0,1603,0,0,unknown,jun,164,2,0,0,unknown,0
51,retired,married,primary,0,610,0,0,unknown,jun,86,2,0,0,unknown,0
45,services,married,primary,0,60,0,0,unknown,jun,349,2,0,0,unknown,0
42,technician,married,secondary,0,6250,0,0,unknown,jun,107,3,0,0,unknown,0
42,management,married,primary,0,4362,0,0,unknown,jun,238,1,0,0,unknown,0
59,housemaid,married,secondary,0,345,0,0,unknown,jun,38,1,0,0,unknown,0
43,services,married,secondary,0,861,1,0,unknown,jun,78,1,0,0,unknown,0
57,services,married,secondary,0,1166,0,0,unknown,jun,106,1,0,0,unknown,0
53,unknown,married,secondary,0,16,0,0,unknown,jun,100,1,0,0,unknown,0
36,blue-collar,married,unknown,0,3783,0,0,unknown,jun,113,1,0,0,unknown,0
46,blue-collar,married,primary,0,1666,1,0,unknown,jun,94,13,0,0,unknown,0
47,retired,married,secondary,0,2383,0,0,unknown,jun,529,1,0,0,unknown,0
44,entrepreneur,married,tertiary,0,31,0,0,unknown,jun,467,1,0,0,unknown,0
45,technician,married,tertiary,0,1780,0,0,unknown,jun,464,1,0,0,unknown,0
44,blue-collar,married,primary,0,2135,0,0,unknown,jun,61,1,0,0,unknown,0
37,blue-collar,married,primary,0,351,0,0,unknown,jun,108,1,0,0,unknown,0
59,housemaid,married,primary,0,0,0,0,unknown,jun,332,1,0,0,unknown,0
58,housemaid,married,tertiary,0,1280,0,1,unknown,jun,112,1,0,0,unknown,0
48,management,married,primary,0,1744,0,0,unknown,jun,181,1,0,0,unknown,0
42,management,married,primary,0,0,0,0,unknown,jun,108,1,0,0,unknown,0
58,housemaid,married,primary,0,2348,0,0,unknown,jun,226,1,0,0,unknown,0
37,unemployed,single,primary,0,1241,0,0,unknown,jun,60,2,0,0,unknown,0
35,technician,married,tertiary,0,2518,0,0,unknown,jun,400,1,0,0,unknown,0
44,admin.,married,secondary,0,1497,0,0,unknown,jun,60,1,0,0,unknown,0
35,management,married,tertiary,0,2308,0,1,unknown,jun,540,1,0,0,unknown,0
58,housemaid,married,primary,0,258,0,0,unknown,jun,174,1,0,0,unknown,0
41,admin.,married,secondary,0,176,0,0,unknown,jun,196,1,0,0,unknown,0
47,management,married,unknown,0,150,0,0,unknown,jun,52,1,0,0,unknown,0
35,self-employed,married,secondary,0,-3,0,0,unknown,jun,438,5,0,0,unknown,0
46,housemaid,married,primary,0,39,0,0,unknown,jun,74,2,0,0,unknown,0
58,management,divorced,tertiary,0,5,1,0,unknown,jun,412,1,0,0,unknown,0
34,housemaid,married,tertiary,0,5011,1,0,unknown,jun,311,2,0,0,unknown,0
45,retired,divorced,primary,0,261,0,0,unknown,jun,123,1,0,0,unknown,0
49,management,divorced,primary,0,49,0,0,unknown,jun,232,1,0,0,unknown,0
37,blue-collar,single,primary,0,7027,0,0,unknown,jun,65,1,0,0,unknown,0
51,self-employed,married,tertiary,0,150,0,0,unknown,jun,146,1,0,0,unknown,0
59,retired,married,unknown,0,1491,0,0,unknown,jun,157,2,0,0,unknown,0
51,services,married,secondary,0,-467,0,0,unknown,jun,216,5,0,0,unknown,0
46,housemaid,divorced,secondary,0,154,0,0,unknown,jun,79,1,0,0,unknown,0
25,services,married,secondary,0,77,1,0,unknown,jun,220,4,0,0,unknown,0
38,services,married,secondary,0,1005,1,1,unknown,jun,152,2,0,0,unknown,0
39,blue-collar,single,primary,0,1530,1,0,unknown,jun,140,1,0,0,unknown,0
37,admin.,married,secondary,1,0,0,0,unknown,jun,89,1,0,0,unknown,0
45,blue-collar,single,primary,0,4289,1,0,unknown,jun,400,1,0,0,unknown,0
40,blue-collar,single,primary,0,397,0,0,unknown,jun,163,1,0,0,unknown,0
39,management,married,tertiary,0,2810,0,0,unknown,jun,77,1,0,0,unknown,0
40,services,married,secondary,0,37,0,0,unknown,jun,356,5,0,0,unknown,0
54,housemaid,divorced,primary,0,215,0,1,unknown,jun,117,2,0,0,unknown,0
35,admin.,married,secondary,0,5768,1,1,unknown,jun,145,1,0,0,unknown,0
49,management,divorced,secondary,0,-46,1,0,unknown,jun,1055,10,0,0,unknown,1
41,management,married,secondary,0,5585,0,0,unknown,jun,772,1,0,0,unknown,0
56,technician,single,tertiary,0,917,0,0,unknown,jun,306,1,0,0,unknown,0
39,management,married,primary,0,1873,0,0,unknown,jun,161,2,0,0,unknown,0
41,blue-collar,married,primary,0,16431,0,0,unknown,jun,139,1,0,0,unknown,0
37,blue-collar,married,primary,0,178,1,1,unknown,jun,72,1,0,0,unknown,0
52,housemaid,divorced,primary,0,3899,0,0,unknown,jun,49,1,0,0,unknown,0
36,technician,married,secondary,0,300,0,0,unknown,jun,287,1,0,0,unknown,0
56,admin.,married,secondary,0,2146,0,1,unknown,jun,594,1,0,0,unknown,0
58,entrepreneur,married,tertiary,0,2920,1,0,unknown,jun,136,1,0,0,unknown,0
38,technician,married,secondary,0,994,0,0,unknown,jun,119,1,0,0,unknown,0
53,management,divorced,primary,0,443,0,0,unknown,jun,422,1,0,0,unknown,0
44,management,married,tertiary,0,2876,0,0,unknown,jun,125,1,0,0,unknown,0
53,retired,single,primary,0,0,0,0,unknown,jun,114,1,0,0,unknown,0
54,management,married,tertiary,1,153,0,0,unknown,jun,99,3,0,0,unknown,0
39,blue-collar,married,tertiary,0,10483,0,0,unknown,jun,218,1,0,0,unknown,0
30,management,single,tertiary,0,156,1,0,unknown,jun,174,9,0,0,unknown,0
47,blue-collar,married,primary,0,214,1,1,unknown,jun,168,1,0,0,unknown,0
39,housemaid,married,secondary,0,633,0,0,unknown,jun,233,1,0,0,unknown,0
35,housemaid,married,secondary,0,14000,0,0,unknown,jun,121,2,0,0,unknown,0
41,housemaid,married,primary,0,884,0,0,unknown,jun,322,1,0,0,unknown,0
58,retired,married,secondary,0,630,0,0,unknown,jun,443,2,0,0,unknown,0
39,unemployed,married,primary,0,7372,0,0,unknown,jun,76,1,0,0,unknown,0
36,management,divorced,tertiary,0,7821,0,0,unknown,jun,217,1,0,0,unknown,0
57,housemaid,married,primary,0,0,0,0,unknown,jun,257,2,0,0,unknown,0
50,services,married,secondary,0,1595,0,0,unknown,jun,882,1,0,0,unknown,1
47,management,married,unknown,0,1046,0,0,unknown,jun,83,1,0,0,unknown,0
38,blue-collar,married,secondary,0,0,1,0,unknown,jun,254,1,0,0,unknown,0
50,housemaid,married,secondary,0,1484,0,0,unknown,jun,213,1,0,0,unknown,0
44,technician,married,secondary,0,11016,0,0,unknown,jun,252,3,0,0,unknown,0
57,unemployed,married,primary,0,0,0,0,unknown,jun,540,1,0,0,unknown,0
56,blue-collar,married,primary,0,547,0,0,unknown,jun,84,1,0,0,unknown,0
38,management,single,secondary,0,53,0,0,unknown,jun,280,1,0,0,unknown,0
57,blue-collar,married,primary,0,179,0,0,unknown,jun,230,3,0,0,unknown,0
53,technician,divorced,secondary,1,-896,0,1,unknown,jun,452,1,0,0,unknown,0
42,self-employed,married,secondary,0,13242,0,0,unknown,jun,149,1,0,0,unknown,0
38,blue-collar,married,primary,0,2569,0,0,unknown,jun,172,1,0,0,unknown,0
50,retired,single,primary,0,208,0,0,unknown,jun,51,1,0,0,unknown,0
49,retired,single,primary,0,505,0,0,unknown,jun,35,1,0,0,unknown,0
39,blue-collar,married,secondary,0,5201,0,0,unknown,jun,317,1,0,0,unknown,0
49,services,married,secondary,0,3169,0,0,unknown,jun,626,1,0,0,unknown,0
31,management,single,tertiary,0,499,1,0,unknown,jun,122,2,0,0,unknown,0
48,management,divorced,secondary,0,635,0,0,unknown,jun,236,2,0,0,unknown,0
47,technician,married,tertiary,0,4568,0,0,unknown,jun,100,1,0,0,unknown,0
56,management,married,secondary,0,819,0,0,unknown,jun,55,1,0,0,unknown,0
39,blue-collar,divorced,secondary,0,2601,0,0,unknown,jun,70,1,0,0,unknown,0
55,management,married,secondary,0,8592,0,0,unknown,jun,255,1,0,0,unknown,0
39,self-employed,married,secondary,0,235,0,0,unknown,jun,217,1,0,0,unknown,0
36,management,married,primary,0,22856,0,0,unknown,jun,1098,1,0,0,unknown,0
38,blue-collar,single,unknown,0,840,0,0,unknown,jun,176,6,0,0,unknown,0
45,housemaid,married,primary,0,1100,0,0,unknown,jun,331,6,0,0,unknown,0
43,management,single,tertiary,0,1046,0,0,unknown,jun,901,1,0,0,unknown,1
47,technician,single,secondary,0,361,0,0,unknown,jun,123,2,0,0,unknown,0
59,retired,married,secondary,0,1173,0,0,unknown,jun,77,2,0,0,unknown,0
60,management,married,unknown,0,2508,0,0,unknown,jun,91,1,0,0,unknown,0
45,retired,single,tertiary,0,212,0,0,unknown,jun,63,1,0,0,unknown,0
39,blue-collar,married,primary,0,0,0,0,unknown,jun,173,1,0,0,unknown,0
36,services,married,primary,0,179,0,0,unknown,jun,411,1,0,0,unknown,0
47,technician,married,secondary,0,10179,1,0,unknown,jun,179,2,0,0,unknown,0
57,technician,divorced,secondary,0,164,0,0,unknown,jun,139,2,0,0,unknown,0
43,technician,single,secondary,0,1462,0,0,unknown,jun,75,2,0,0,unknown,0
49,blue-collar,married,primary,0,902,0,0,unknown,jun,210,2,0,0,unknown,0
58,self-employed,divorced,tertiary,0,1382,0,0,unknown,jun,700,1,0,0,unknown,1
59,retired,divorced,tertiary,0,1197,1,0,unknown,jun,329,4,0,0,unknown,0
45,technician,married,primary,0,-322,0,0,unknown,jun,225,2,0,0,unknown,0
54,entrepreneur,married,secondary,0,0,0,0,unknown,jun,96,1,0,0,unknown,0
60,housemaid,divorced,primary,0,1190,0,0,unknown,jun,166,1,0,0,unknown,0
38,technician,married,secondary,0,6975,0,0,unknown,jun,186,3,0,0,unknown,0
45,blue-collar,married,secondary,0,2152,0,0,unknown,jun,92,1,0,0,unknown,0
51,admin.,married,unknown,0,3558,1,0,unknown,jun,80,3,0,0,unknown,0
55,technician,single,unknown,0,776,0,0,unknown,jun,67,1,0,0,unknown,0
53,management,married,primary,0,2096,0,0,unknown,jun,104,1,0,0,unknown,0
50,technician,married,tertiary,0,3117,0,0,unknown,jun,174,1,0,0,unknown,0
38,blue-collar,married,secondary,0,2423,1,0,unknown,jun,37,1,0,0,unknown,0
57,blue-collar,married,secondary,0,5553,0,1,unknown,jun,589,1,0,0,unknown,0
58,housemaid,married,primary,0,422,0,0,unknown,jun,183,1,0,0,unknown,0
53,blue-collar,married,secondary,0,1626,0,0,unknown,jun,151,1,0,0,unknown,0
40,admin.,married,tertiary,0,10035,0,0,unknown,jun,29,1,0,0,unknown,0
46,housemaid,married,primary,0,103,0,0,unknown,jun,186,1,0,0,unknown,0
36,technician,married,secondary,0,26,0,0,unknown,jun,73,1,0,0,unknown,0
48,services,married,secondary,0,533,0,0,unknown,jun,63,1,0,0,unknown,0
35,management,married,tertiary,0,1012,0,0,unknown,jun,105,1,0,0,unknown,0
59,blue-collar,divorced,primary,0,1320,0,0,unknown,jun,522,1,0,0,unknown,0
45,services,married,secondary,0,-1036,1,0,unknown,jun,65,17,0,0,unknown,0
36,entrepreneur,married,unknown,0,60,0,0,unknown,jun,557,2,0,0,unknown,0
51,technician,married,tertiary,0,1057,0,0,unknown,jun,149,2,0,0,unknown,0
52,housemaid,married,secondary,0,3034,0,0,unknown,jun,206,2,0,0,unknown,0
36,blue-collar,single,unknown,0,2054,0,0,unknown,jun,378,1,0,0,unknown,0
38,management,married,secondary,0,-104,1,0,unknown,jun,100,7,0,0,unknown,0
42,technician,married,secondary,0,0,0,0,unknown,jun,81,1,0,0,unknown,0
55,management,married,primary,0,229,0,1,unknown,jun,175,3,0,0,unknown,0
38,management,married,secondary,0,-323,1,0,unknown,jun,250,1,0,0,unknown,0
49,management,married,secondary,0,0,0,0,unknown,jun,156,2,0,0,unknown,0
37,blue-collar,married,primary,0,1021,0,0,unknown,jun,173,1,0,0,unknown,0
47,blue-collar,married,secondary,0,-423,0,0,unknown,jun,127,2,0,0,unknown,0
38,technician,single,tertiary,0,1619,0,0,unknown,jun,324,1,0,0,unknown,0
37,blue-collar,single,primary,0,5473,0,1,unknown,jun,198,2,0,0,unknown,0
46,admin.,single,secondary,0,9326,0,1,unknown,jun,105,1,0,0,unknown,0
57,housemaid,married,primary,0,473,0,0,unknown,jun,87,1,0,0,unknown,0
60,management,married,primary,0,4895,0,0,unknown,jun,313,1,0,0,unknown,0
53,blue-collar,divorced,primary,0,4222,0,0,unknown,jun,112,1,0,0,unknown,0
46,housemaid,married,primary,0,75,0,0,unknown,jun,302,1,0,0,unknown,0
36,management,married,tertiary,0,669,0,0,unknown,jun,91,1,0,0,unknown,0
56,services,divorced,secondary,0,450,0,0,unknown,jun,47,1,0,0,unknown,0
52,management,divorced,secondary,0,944,0,1,unknown,jun,119,1,0,0,unknown,0
50,entrepreneur,married,tertiary,0,861,0,0,unknown,jun,117,1,0,0,unknown,0
44,management,married,tertiary,0,349,0,0,unknown,jun,58,1,0,0,unknown,0
37,entrepreneur,married,unknown,0,1134,1,0,unknown,jun,142,3,0,0,unknown,0
45,blue-collar,married,primary,0,665,0,0,unknown,jun,183,2,0,0,unknown,0
42,housemaid,divorced,secondary,0,314,0,0,unknown,jun,249,2,0,0,unknown,0
35,admin.,married,secondary,0,1035,1,1,unknown,jun,274,2,0,0,unknown,0
52,admin.,married,secondary,0,1004,1,0,unknown,jun,144,1,0,0,unknown,0
51,housemaid,divorced,primary,0,3982,0,0,unknown,jun,23,1,0,0,unknown,0
47,admin.,married,secondary,0,533,0,1,unknown,jun,128,1,0,0,unknown,0
38,technician,married,primary,0,217,1,0,unknown,jun,491,6,0,0,unknown,1
45,blue-collar,married,primary,0,900,1,0,unknown,jun,213,1,0,0,unknown,0
58,management,married,secondary,0,835,0,0,unknown,jun,164,1,0,0,unknown,0
45,admin.,married,secondary,0,967,0,0,unknown,jun,63,1,0,0,unknown,0
52,retired,married,secondary,0,603,0,1,unknown,jun,79,1,0,0,unknown,0
36,blue-collar,single,secondary,0,284,0,0,unknown,jun,114,1,0,0,unknown,0
37,unknown,married,unknown,0,1699,0,0,unknown,jun,63,1,0,0,unknown,0
36,admin.,single,secondary,0,13698,0,0,unknown,jun,136,1,0,0,unknown,0
57,housemaid,divorced,primary,0,0,0,0,unknown,jun,97,1,0,0,unknown,0
45,housemaid,married,tertiary,0,0,0,0,unknown,jun,100,1,0,0,unknown,0
47,admin.,divorced,secondary,0,-364,1,1,unknown,jun,240,2,0,0,unknown,0
40,technician,married,tertiary,0,2946,0,0,unknown,jun,78,2,0,0,unknown,0
48,blue-collar,divorced,primary,0,183,0,0,unknown,jun,940,1,0,0,unknown,1
39,housemaid,married,primary,0,267,0,0,unknown,jun,1151,5,0,0,unknown,0
52,retired,married,primary,0,537,0,0,unknown,jun,85,1,0,0,unknown,0
52,housemaid,married,primary,0,5137,0,0,unknown,jun,199,1,0,0,unknown,0
37,admin.,married,secondary,0,1093,0,0,unknown,jun,160,1,0,0,unknown,0
51,blue-collar,married,primary,0,0,0,0,unknown,jun,166,2,0,0,unknown,0
55,management,married,secondary,0,190,0,0,unknown,jun,271,2,0,0,unknown,0
40,unemployed,married,primary,0,400,0,0,unknown,jun,317,1,0,0,unknown,0
44,services,divorced,secondary,0,20,0,0,unknown,jun,98,1,0,0,unknown,0
52,unemployed,married,secondary,0,-9,0,0,unknown,jun,123,1,0,0,unknown,0
37,admin.,married,secondary,0,439,0,0,unknown,jun,321,1,0,0,unknown,0
57,blue-collar,married,primary,0,0,0,0,unknown,jun,73,2,0,0,unknown,0
35,services,divorced,secondary,0,305,0,0,unknown,jun,327,2,0,0,unknown,0
36,management,married,tertiary,0,2823,0,0,unknown,jun,411,2,0,0,unknown,0
36,blue-collar,married,secondary,0,561,1,0,unknown,jun,198,2,0,0,unknown,0
40,technician,divorced,secondary,0,-1,0,0,unknown,jun,24,1,0,0,unknown,0
41,technician,single,tertiary,0,1104,0,0,unknown,jun,352,1,0,0,unknown,0
60,retired,married,tertiary,0,2261,0,0,unknown,jun,245,1,0,0,unknown,0
55,housemaid,married,primary,0,2603,0,0,unknown,jun,559,1,0,0,unknown,0
44,management,single,secondary,0,1012,0,0,unknown,jun,440,1,0,0,unknown,0
42,management,single,tertiary,0,1206,0,0,unknown,jun,136,4,0,0,unknown,0
38,housemaid,divorced,primary,0,359,0,0,unknown,jun,242,4,0,0,unknown,0
35,services,married,secondary,0,8412,0,0,unknown,jun,479,4,0,0,unknown,0
54,management,married,tertiary,0,2226,1,0,unknown,jun,514,3,0,0,unknown,0
56,management,married,primary,0,1172,0,0,unknown,jun,91,3,0,0,unknown,0
40,services,married,unknown,0,88,1,0,unknown,jun,78,2,0,0,unknown,0
42,admin.,married,secondary,0,1030,0,0,unknown,jun,148,3,0,0,unknown,0
57,unemployed,married,primary,0,7880,0,0,unknown,jun,318,2,0,0,unknown,0
47,services,single,secondary,0,3644,0,0,unknown,jun,83,2,0,0,unknown,0
45,admin.,single,secondary,0,276,0,1,unknown,jun,346,2,0,0,unknown,0
57,entrepreneur,married,primary,0,1153,1,1,unknown,jun,238,6,0,0,unknown,0
41,unemployed,married,tertiary,0,1666,0,0,unknown,jun,291,3,0,0,unknown,0
43,services,divorced,secondary,0,5571,0,0,unknown,jun,149,1,0,0,unknown,0
60,retired,married,primary,0,17413,0,0,unknown,jun,200,1,0,0,unknown,0
60,blue-collar,married,primary,0,4903,0,1,unknown,jun,290,1,0,0,unknown,0
37,blue-collar,married,primary,0,4997,0,0,unknown,jun,172,2,0,0,unknown,0
56,services,married,secondary,0,4309,1,0,unknown,jun,465,6,0,0,unknown,0
57,housemaid,married,primary,0,3570,0,0,unknown,jun,233,2,0,0,unknown,0
40,entrepreneur,married,tertiary,0,3571,0,0,unknown,jun,222,3,0,0,unknown,0
39,management,single,tertiary,0,3281,0,0,unknown,jun,90,4,0,0,unknown,0
37,services,married,secondary,0,718,0,1,unknown,jun,215,3,0,0,unknown,0
41,technician,married,secondary,0,90,0,0,unknown,jun,171,2,0,0,unknown,0
49,housemaid,married,secondary,0,81,0,1,unknown,jun,493,2,0,0,unknown,0
57,management,married,primary,0,595,0,0,unknown,jun,188,2,0,0,unknown,0
50,management,married,primary,0,791,0,0,unknown,jun,17,5,0,0,unknown,0
48,technician,married,secondary,0,5,0,0,unknown,jun,65,6,0,0,unknown,0
41,services,married,primary,0,510,0,0,unknown,jun,316,2,0,0,unknown,0
59,management,married,secondary,0,1321,0,0,unknown,jun,3881,3,0,0,unknown,1
36,admin.,single,tertiary,0,3819,0,0,unknown,jun,398,2,0,0,unknown,0
47,management,married,primary,0,835,0,0,unknown,jun,137,2,0,0,unknown,0
56,blue-collar,divorced,primary,0,3021,0,0,unknown,jun,419,2,0,0,unknown,0
41,admin.,married,secondary,0,0,1,0,unknown,jun,65,3,0,0,unknown,0
43,blue-collar,married,primary,0,547,0,1,unknown,jun,96,6,0,0,unknown,0
37,admin.,married,primary,0,3913,1,0,unknown,jun,76,2,0,0,unknown,0
37,technician,single,secondary,1,375,0,0,unknown,jun,223,2,0,0,unknown,0
52,blue-collar,married,primary,0,2,0,0,unknown,jun,70,3,0,0,unknown,0
39,management,divorced,tertiary,0,3261,1,0,unknown,jun,150,17,0,0,unknown,0
51,admin.,divorced,secondary,0,2717,0,0,unknown,jun,559,2,0,0,unknown,0
38,technician,divorced,tertiary,0,1805,0,0,unknown,jun,952,2,0,0,unknown,1
35,admin.,married,secondary,0,-521,0,1,unknown,jun,71,2,0,0,unknown,0
48,management,married,unknown,0,598,0,0,unknown,jun,152,2,0,0,unknown,0
58,blue-collar,married,secondary,0,25,0,0,unknown,jun,486,3,0,0,unknown,1
51,management,married,secondary,0,0,0,0,unknown,jun,224,3,0,0,unknown,0
45,technician,married,secondary,0,546,1,1,unknown,jun,152,4,0,0,unknown,0
26,blue-collar,single,primary,0,535,1,0,unknown,jun,21,37,0,0,unknown,0
40,blue-collar,married,secondary,0,2932,1,0,unknown,jun,22,17,0,0,unknown,0
35,blue-collar,married,secondary,0,4,0,0,unknown,jun,130,2,0,0,unknown,0
49,management,married,secondary,0,321,0,0,unknown,jun,135,3,0,0,unknown,0
50,blue-collar,married,primary,0,0,0,0,unknown,jun,199,4,0,0,unknown,0
37,self-employed,divorced,secondary,0,3467,0,0,unknown,jun,185,2,0,0,unknown,0
37,services,married,secondary,0,651,0,0,unknown,jun,220,2,0,0,unknown,0
34,entrepreneur,married,tertiary,0,4343,0,0,unknown,jun,85,4,0,0,unknown,0
56,blue-collar,married,primary,0,197,0,0,unknown,jun,258,2,0,0,unknown,0
39,housemaid,divorced,secondary,0,7783,0,0,unknown,jun,108,2,0,0,unknown,0
59,housemaid,married,primary,0,5501,0,0,unknown,jun,172,4,0,0,unknown,0
36,services,married,secondary,0,136,0,0,unknown,jun,244,3,0,0,unknown,0
25,blue-collar,single,primary,0,116,1,0,unknown,jun,253,4,0,0,unknown,0
40,unemployed,single,secondary,0,6,0,0,unknown,jun,134,3,0,0,unknown,0
38,blue-collar,single,secondary,0,93,0,0,unknown,jun,92,6,0,0,unknown,0
49,housemaid,married,secondary,0,3812,0,0,unknown,jun,121,2,0,0,unknown,0
39,admin.,divorced,secondary,0,765,0,0,unknown,jun,155,3,0,0,unknown,0
37,blue-collar,married,secondary,0,427,1,1,unknown,jun,371,3,0,0,unknown,0
43,services,single,secondary,0,532,1,0,unknown,jun,216,2,0,0,unknown,0
41,technician,single,secondary,0,0,0,0,unknown,jun,229,2,0,0,unknown,0
35,admin.,married,secondary,0,2897,0,0,unknown,jun,243,2,0,0,unknown,0
41,entrepreneur,single,secondary,0,3216,0,0,unknown,jun,718,3,0,0,unknown,0
52,blue-collar,married,secondary,0,-519,1,0,unknown,jun,442,8,0,0,unknown,1
56,management,divorced,tertiary,0,1016,1,0,unknown,jun,184,5,0,0,unknown,0
58,blue-collar,married,secondary,0,535,0,0,unknown,jun,189,4,0,0,unknown,0
56,management,divorced,primary,0,7496,0,0,unknown,jun,164,3,0,0,unknown,0
57,blue-collar,married,primary,0,831,0,0,unknown,jun,166,3,0,0,unknown,0
46,technician,married,secondary,0,399,1,0,unknown,jun,699,2,0,0,unknown,0
38,blue-collar,married,primary,0,3289,0,0,unknown,jun,553,2,0,0,unknown,0
36,self-employed,single,tertiary,0,4844,0,0,unknown,jun,1137,3,0,0,unknown,1
49,technician,married,secondary,0,378,0,0,unknown,jun,189,2,0,0,unknown,0
49,housemaid,married,primary,0,3376,0,0,unknown,jun,119,3,0,0,unknown,0
52,entrepreneur,married,tertiary,0,1115,1,0,unknown,jun,124,2,0,0,unknown,0
40,blue-collar,married,primary,0,48,0,0,unknown,jun,100,5,0,0,unknown,0
46,services,married,tertiary,0,474,0,0,unknown,jun,445,2,0,0,unknown,0
42,technician,married,secondary,0,8036,0,0,unknown,jun,948,5,0,0,unknown,0
38,admin.,married,primary,0,1487,0,0,unknown,jun,332,2,0,0,unknown,0
39,blue-collar,married,secondary,0,138,0,0,unknown,jun,61,2,0,0,unknown,0
35,services,married,secondary,0,-489,1,0,unknown,jun,90,2,0,0,unknown,0
38,admin.,married,secondary,0,272,1,1,unknown,jun,174,2,0,0,unknown,0
40,management,married,secondary,0,-63,0,0,unknown,jun,248,4,0,0,unknown,0
58,retired,divorced,primary,0,593,0,1,unknown,jun,204,2,0,0,unknown,0
25,admin.,single,secondary,0,66,1,0,unknown,jun,271,3,0,0,unknown,0
57,services,divorced,primary,0,1367,0,0,unknown,jun,144,3,0,0,unknown,0
35,unemployed,married,primary,0,859,0,0,unknown,jun,330,3,0,0,unknown,0
39,blue-collar,single,primary,0,2,1,0,unknown,jun,259,2,0,0,unknown,0
41,management,single,tertiary,0,1113,1,1,unknown,jun,388,12,0,0,unknown,0
57,housemaid,married,secondary,0,992,0,0,unknown,jun,329,3,0,0,unknown,0
35,blue-collar,married,secondary,0,3015,1,0,unknown,jun,753,2,0,0,unknown,0
32,student,single,unknown,0,2313,1,0,unknown,jun,99,26,0,0,unknown,0
54,retired,single,primary,0,767,0,0,unknown,jun,42,2,0,0,unknown,0
40,technician,divorced,secondary,0,2394,0,0,unknown,jun,75,4,0,0,unknown,0
39,services,married,secondary,0,1367,1,0,unknown,jun,53,4,0,0,unknown,0
61,retired,married,secondary,0,173,0,0,unknown,jun,182,2,0,0,unknown,0
59,management,married,tertiary,0,2020,0,1,unknown,jun,250,2,0,0,unknown,0
40,admin.,divorced,secondary,0,90,1,0,unknown,jun,511,5,0,0,unknown,0
53,management,married,secondary,0,2522,0,0,unknown,jun,478,2,0,0,unknown,0
46,blue-collar,married,primary,0,10333,1,0,unknown,jun,579,4,0,0,unknown,0
45,blue-collar,married,primary,0,408,0,0,unknown,jun,253,2,0,0,unknown,0
35,housemaid,single,unknown,0,4378,0,0,unknown,jun,376,3,0,0,unknown,0
48,entrepreneur,married,unknown,0,3233,0,0,unknown,jun,66,6,0,0,unknown,0
35,blue-collar,single,primary,0,-269,1,0,unknown,jun,96,10,0,0,unknown,0
50,housemaid,married,primary,0,3056,0,0,unknown,jun,95,3,0,0,unknown,0
45,housemaid,married,secondary,0,513,0,0,unknown,jun,126,3,0,0,unknown,0
39,blue-collar,married,primary,0,1387,0,0,unknown,jun,52,3,0,0,unknown,0
44,self-employed,married,tertiary,0,3295,0,0,unknown,jun,138,4,0,0,unknown,0
38,blue-collar,divorced,secondary,0,157,0,0,unknown,jun,299,5,0,0,unknown,0
38,services,single,secondary,0,1076,0,0,unknown,jun,69,6,0,0,unknown,0
41,management,married,tertiary,0,36,0,0,unknown,jun,44,4,0,0,unknown,0
52,management,married,primary,0,48,0,0,unknown,jun,135,2,0,0,unknown,0
49,blue-collar,married,secondary,0,59,1,0,unknown,jun,154,10,0,0,unknown,0
38,blue-collar,married,secondary,0,1116,0,0,unknown,jun,80,3,0,0,unknown,0
35,services,married,secondary,0,0,0,0,unknown,jun,115,4,0,0,unknown,0
39,management,married,primary,0,0,0,0,unknown,jun,308,7,0,0,unknown,0
39,blue-collar,single,secondary,0,16917,0,0,unknown,jun,129,6,0,0,unknown,0
54,retired,married,secondary,0,1851,0,0,unknown,jun,296,3,0,0,unknown,0
59,admin.,married,unknown,0,0,0,0,unknown,jun,242,2,0,0,unknown,0
35,blue-collar,single,secondary,0,406,1,0,unknown,jun,126,12,0,0,unknown,0
28,admin.,single,secondary,0,267,1,0,unknown,jun,198,5,0,0,unknown,0
49,blue-collar,married,secondary,0,55,0,0,unknown,jun,112,4,0,0,unknown,0
47,retired,married,primary,0,1464,0,0,unknown,jun,180,4,0,0,unknown,0
38,self-employed,single,secondary,0,4056,0,0,unknown,jun,69,2,0,0,unknown,0
43,technician,divorced,secondary,0,-191,0,0,unknown,jun,76,3,0,0,unknown,0
47,technician,divorced,secondary,0,450,0,0,unknown,jun,40,5,0,0,unknown,0
57,self-employed,married,unknown,0,964,0,0,unknown,jun,70,5,0,0,unknown,0
42,entrepreneur,married,tertiary,0,5345,0,0,unknown,jun,878,3,0,0,unknown,1
41,services,married,secondary,0,0,1,0,unknown,jun,62,9,0,0,unknown,0
39,blue-collar,single,secondary,0,653,0,0,unknown,jun,54,4,0,0,unknown,0
37,management,married,tertiary,0,1393,0,1,unknown,jun,129,3,0,0,unknown,0
41,admin.,single,secondary,0,812,0,1,unknown,jun,583,4,0,0,unknown,1
